image_id,filename,source_group,source_video,source_frame,timestamp_seconds,augmentation,dx_pixels,dy_pixels,rotation_deg,scale,instance_count
19,95_fur_incin_AB_Stacks_Thermal__frame_000732__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_000732,95.fur incin AB Stacks Thermal.mp4,732,30.108679245283017,original,0.0,0.0,0.0,1.0,2
20,95_fur_incin_AB_Stacks_Thermal__frame_000732__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_000732,95.fur incin AB Stacks Thermal.mp4,732,30.108679245283017,aug_01,-5.380344185937915,-14.410089727895897,0.19648044389729158,1.0137958641453986,2
21,95_fur_incin_AB_Stacks_Thermal__frame_000732__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_000732,95.fur incin AB Stacks Thermal.mp4,732,30.108679245283017,aug_02,25.174478017762254,-21.45713250556733,-1.309976828155024,1.0101386666977767,2
22,95_fur_incin_AB_Stacks_Thermal__frame_000854__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_000854,95.fur incin AB Stacks Thermal.mp4,854,35.12679245283019,original,0.0,0.0,0.0,1.0,2
23,95_fur_incin_AB_Stacks_Thermal__frame_000854__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_000854,95.fur incin AB Stacks Thermal.mp4,854,35.12679245283019,aug_01,-20.003423484069298,-18.384407563748752,2.177571202903355,1.004262585599517,2
24,95_fur_incin_AB_Stacks_Thermal__frame_000854__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_000854,95.fur incin AB Stacks Thermal.mp4,854,35.12679245283019,aug_02,-28.214843003982367,-3.4474408796811247,-0.3821068849003959,0.9980214800822005,2
25,95_fur_incin_AB_Stacks_Thermal__frame_000976__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_000976,95.fur incin AB Stacks Thermal.mp4,976,40.144905660377354,original,0.0,0.0,0.0,1.0,2
26,95_fur_incin_AB_Stacks_Thermal__frame_000976__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_000976,95.fur incin AB Stacks Thermal.mp4,976,40.144905660377354,aug_01,-6.816510252841187,-8.034869730251842,1.8083626817639553,0.9849193800352172,2
27,95_fur_incin_AB_Stacks_Thermal__frame_000976__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_000976,95.fur incin AB Stacks Thermal.mp4,976,40.144905660377354,aug_02,-21.685376409143196,-2.5693226083434055,-0.3905918008279792,0.9867127086800164,2
28,95_fur_incin_AB_Stacks_Thermal__frame_001098__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001098,95.fur incin AB Stacks Thermal.mp4,1098,45.16301886792453,original,0.0,0.0,0.0,1.0,2
29,95_fur_incin_AB_Stacks_Thermal__frame_001098__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001098,95.fur incin AB Stacks Thermal.mp4,1098,45.16301886792453,aug_01,3.522771871489361,-22.470583523755938,2.496412342063633,1.0201616551047972,2
30,95_fur_incin_AB_Stacks_Thermal__frame_001098__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001098,95.fur incin AB Stacks Thermal.mp4,1098,45.16301886792453,aug_02,-1.005121218449709,-14.312635040040917,-0.4947985372527368,0.9735181239983307,2
31,95_fur_incin_AB_Stacks_Thermal__frame_001220__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001220,95.fur incin AB Stacks Thermal.mp4,1220,50.181132075471695,original,0.0,0.0,0.0,1.0,2
32,95_fur_incin_AB_Stacks_Thermal__frame_001220__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001220,95.fur incin AB Stacks Thermal.mp4,1220,50.181132075471695,aug_01,27.320111989060628,-12.689232610568757,0.4725957676672059,1.0071628906199261,2
33,95_fur_incin_AB_Stacks_Thermal__frame_001220__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001220,95.fur incin AB Stacks Thermal.mp4,1220,50.181132075471695,aug_02,10.778342239751282,-24.608844642392103,1.5855206755773086,0.9879627251319987,2
34,95_fur_incin_AB_Stacks_Thermal__frame_001342__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001342,95.fur incin AB Stacks Thermal.mp4,1342,55.19924528301887,original,0.0,0.0,0.0,1.0,2
35,95_fur_incin_AB_Stacks_Thermal__frame_001342__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001342,95.fur incin AB Stacks Thermal.mp4,1342,55.19924528301887,aug_01,15.232853099715854,-14.820134383627353,0.6711897944253984,0.9858390340978246,2
36,95_fur_incin_AB_Stacks_Thermal__frame_001342__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001342,95.fur incin AB Stacks Thermal.mp4,1342,55.19924528301887,aug_02,9.597936411096576,-11.90223687828259,1.2061545417396542,1.0031008252675835,2
37,95_fur_incin_AB_Stacks_Thermal__frame_001464__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001464,95.fur incin AB Stacks Thermal.mp4,1464,60.217358490566035,original,0.0,0.0,0.0,1.0,2
38,95_fur_incin_AB_Stacks_Thermal__frame_001464__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001464,95.fur incin AB Stacks Thermal.mp4,1464,60.217358490566035,aug_01,-5.061915671352445,-24.516515019583,-2.1237806996311646,1.0229863835980086,2
39,95_fur_incin_AB_Stacks_Thermal__frame_001464__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001464,95.fur incin AB Stacks Thermal.mp4,1464,60.217358490566035,aug_02,-24.633435010276216,-18.62772403589306,-0.9587082503493316,1.0239388893245553,2
40,95_fur_incin_AB_Stacks_Thermal__frame_001586__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001586,95.fur incin AB Stacks Thermal.mp4,1586,65.2354716981132,original,0.0,0.0,0.0,1.0,2
41,95_fur_incin_AB_Stacks_Thermal__frame_001586__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001586,95.fur incin AB Stacks Thermal.mp4,1586,65.2354716981132,aug_01,-17.53291825439529,-19.86031891641072,1.4005812093572132,1.0230480820870607,2
42,95_fur_incin_AB_Stacks_Thermal__frame_001586__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001586,95.fur incin AB Stacks Thermal.mp4,1586,65.2354716981132,aug_02,20.11621563948298,-19.595218679852145,1.860833914530449,1.021515595080267,2
43,95_fur_incin_AB_Stacks_Thermal__frame_001708__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001708,95.fur incin AB Stacks Thermal.mp4,1708,70.25358490566038,original,0.0,0.0,0.0,1.0,2
44,95_fur_incin_AB_Stacks_Thermal__frame_001708__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001708,95.fur incin AB Stacks Thermal.mp4,1708,70.25358490566038,aug_01,20.67418494070033,-13.620225629611483,-2.3816778264927425,0.9815877872996625,2
45,95_fur_incin_AB_Stacks_Thermal__frame_001708__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001708,95.fur incin AB Stacks Thermal.mp4,1708,70.25358490566038,aug_02,30.746599822730104,-19.23291240742862,2.3520030551111395,0.9807140689703479,2
46,95_fur_incin_AB_Stacks_Thermal__frame_001830__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001830,95.fur incin AB Stacks Thermal.mp4,1830,75.27169811320755,original,0.0,0.0,0.0,1.0,2
47,95_fur_incin_AB_Stacks_Thermal__frame_001830__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001830,95.fur incin AB Stacks Thermal.mp4,1830,75.27169811320755,aug_01,32.37740210330888,-11.726681873851568,-1.9579872639264444,0.9960738255138787,2
48,95_fur_incin_AB_Stacks_Thermal__frame_001830__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001830,95.fur incin AB Stacks Thermal.mp4,1830,75.27169811320755,aug_02,15.9981542456893,-9.316134290250439,0.5310442665307162,1.0006853835801688,2
49,95_fur_incin_AB_Stacks_Thermal__frame_001952__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001952,95.fur incin AB Stacks Thermal.mp4,1952,80.28981132075471,original,0.0,0.0,0.0,1.0,2
50,95_fur_incin_AB_Stacks_Thermal__frame_001952__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001952,95.fur incin AB Stacks Thermal.mp4,1952,80.28981132075471,aug_01,16.936505448763356,8.531425221649975,-0.6788926410936791,0.9741984286675786,2
51,95_fur_incin_AB_Stacks_Thermal__frame_001952__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_001952,95.fur incin AB Stacks Thermal.mp4,1952,80.28981132075471,aug_02,15.382798410976513,-9.983886589436791,-0.9535766889567339,0.994503574517153,2
52,95_fur_incin_AB_Stacks_Thermal__frame_002074__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002074,95.fur incin AB Stacks Thermal.mp4,2074,85.30792452830188,original,0.0,0.0,0.0,1.0,2
53,95_fur_incin_AB_Stacks_Thermal__frame_002074__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002074,95.fur incin AB Stacks Thermal.mp4,2074,85.30792452830188,aug_01,-6.831972905959276,-10.217239873702649,-1.863561004704234,0.9952267800263745,2
54,95_fur_incin_AB_Stacks_Thermal__frame_002074__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002074,95.fur incin AB Stacks Thermal.mp4,2074,85.30792452830188,aug_02,-4.0488140486634805,-14.314929950544986,-0.1340690704533687,1.0240708495496953,2
55,95_fur_incin_AB_Stacks_Thermal__frame_002196__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002196,95.fur incin AB Stacks Thermal.mp4,2196,90.32603773584906,original,0.0,0.0,0.0,1.0,2
56,95_fur_incin_AB_Stacks_Thermal__frame_002196__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002196,95.fur incin AB Stacks Thermal.mp4,2196,90.32603773584906,aug_01,20.721733208874618,-16.515430190097263,-2.076022316374391,1.000927120594913,2
57,95_fur_incin_AB_Stacks_Thermal__frame_002196__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002196,95.fur incin AB Stacks Thermal.mp4,2196,90.32603773584906,aug_02,12.09569693900169,-13.767966700135586,-1.504350336367117,0.9714655232636096,2
58,95_fur_incin_AB_Stacks_Thermal__frame_002318__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002318,95.fur incin AB Stacks Thermal.mp4,2318,95.34415094339622,original,0.0,0.0,0.0,1.0,2
59,95_fur_incin_AB_Stacks_Thermal__frame_002318__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002318,95.fur incin AB Stacks Thermal.mp4,2318,95.34415094339622,aug_01,-17.86102191451549,-1.2431827890597447,1.7486884731236598,0.9743696937510741,2
60,95_fur_incin_AB_Stacks_Thermal__frame_002318__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002318,95.fur incin AB Stacks Thermal.mp4,2318,95.34415094339622,aug_02,-0.39359816926941704,-12.800778021078058,0.7802900555589205,0.9703326890882819,2
61,95_fur_incin_AB_Stacks_Thermal__frame_002440__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002440,95.fur incin AB Stacks Thermal.mp4,2440,100.36226415094339,original,0.0,0.0,0.0,1.0,2
62,95_fur_incin_AB_Stacks_Thermal__frame_002440__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002440,95.fur incin AB Stacks Thermal.mp4,2440,100.36226415094339,aug_01,-1.7727894223862677,-12.040422576749032,-1.2638013124517022,1.0082596862065694,2
63,95_fur_incin_AB_Stacks_Thermal__frame_002440__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002440,95.fur incin AB Stacks Thermal.mp4,2440,100.36226415094339,aug_02,18.606957900801582,1.0649906413991062,0.6337421849089067,0.9864758468150523,2
64,95_fur_incin_AB_Stacks_Thermal__frame_002562__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002562,95.fur incin AB Stacks Thermal.mp4,2562,105.38037735849056,original,0.0,0.0,0.0,1.0,2
65,95_fur_incin_AB_Stacks_Thermal__frame_002562__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002562,95.fur incin AB Stacks Thermal.mp4,2562,105.38037735849056,aug_01,-29.576165229468494,-10.713592456842374,-1.141424464589077,0.9891825741051258,2
66,95_fur_incin_AB_Stacks_Thermal__frame_002562__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002562,95.fur incin AB Stacks Thermal.mp4,2562,105.38037735849056,aug_02,2.81065557629195,-18.081296924192216,-1.343692601359066,1.011636988737943,2
67,95_fur_incin_AB_Stacks_Thermal__frame_002684__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002684,95.fur incin AB Stacks Thermal.mp4,2684,110.39849056603774,original,0.0,0.0,0.0,1.0,2
68,95_fur_incin_AB_Stacks_Thermal__frame_002684__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002684,95.fur incin AB Stacks Thermal.mp4,2684,110.39849056603774,aug_01,14.449339918618655,-21.788557464306095,-0.4620031516670666,1.002556668430235,2
69,95_fur_incin_AB_Stacks_Thermal__frame_002684__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002684,95.fur incin AB Stacks Thermal.mp4,2684,110.39849056603774,aug_02,-5.895803612779083,-14.658280524279487,-0.3992824111328721,1.0242903087004107,2
70,95_fur_incin_AB_Stacks_Thermal__frame_002806__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002806,95.fur incin AB Stacks Thermal.mp4,2806,115.4166037735849,original,0.0,0.0,0.0,1.0,2
71,95_fur_incin_AB_Stacks_Thermal__frame_002806__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002806,95.fur incin AB Stacks Thermal.mp4,2806,115.4166037735849,aug_01,-8.373327975060185,-24.705195820800345,-0.7412059866408764,1.015208507503563,2
72,95_fur_incin_AB_Stacks_Thermal__frame_002806__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002806,95.fur incin AB Stacks Thermal.mp4,2806,115.4166037735849,aug_02,-4.4914816767354395,-23.548759002664237,-0.8193522815080878,1.0107485131017009,2
73,95_fur_incin_AB_Stacks_Thermal__frame_002928__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002928,95.fur incin AB Stacks Thermal.mp4,2928,120.43471698113207,original,0.0,0.0,0.0,1.0,2
74,95_fur_incin_AB_Stacks_Thermal__frame_002928__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002928,95.fur incin AB Stacks Thermal.mp4,2928,120.43471698113207,aug_01,-6.6978331603654055,-16.74776343982456,-0.16304925383844937,0.9776576678368696,2
75,95_fur_incin_AB_Stacks_Thermal__frame_002928__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_002928,95.fur incin AB Stacks Thermal.mp4,2928,120.43471698113207,aug_02,8.557987268184526,-23.651677404743115,-0.5298987183014763,1.0038635189814864,2
76,95_fur_incin_AB_Stacks_Thermal__frame_003050__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003050,95.fur incin AB Stacks Thermal.mp4,3050,125.45283018867924,original,0.0,0.0,0.0,1.0,2
77,95_fur_incin_AB_Stacks_Thermal__frame_003050__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003050,95.fur incin AB Stacks Thermal.mp4,3050,125.45283018867924,aug_01,-31.48007565579607,-6.044806790593022,-1.4416985789425922,0.9896107482928785,2
78,95_fur_incin_AB_Stacks_Thermal__frame_003050__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003050,95.fur incin AB Stacks Thermal.mp4,3050,125.45283018867924,aug_02,-17.340992775233357,-20.904688361917874,-2.4030835647499464,1.002365142875352,2
79,95_fur_incin_AB_Stacks_Thermal__frame_003172__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003172,95.fur incin AB Stacks Thermal.mp4,3172,130.4709433962264,original,0.0,0.0,0.0,1.0,2
80,95_fur_incin_AB_Stacks_Thermal__frame_003172__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003172,95.fur incin AB Stacks Thermal.mp4,3172,130.4709433962264,aug_01,-33.573398787576735,-17.38088271076048,-1.8688951256289688,1.0101675306771947,2
81,95_fur_incin_AB_Stacks_Thermal__frame_003172__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003172,95.fur incin AB Stacks Thermal.mp4,3172,130.4709433962264,aug_02,4.477870735101341,-14.101772954674818,0.9973248562307542,1.0160138859013745,2
82,95_fur_incin_AB_Stacks_Thermal__frame_003294__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003294,95.fur incin AB Stacks Thermal.mp4,3294,135.48905660377358,original,0.0,0.0,0.0,1.0,2
83,95_fur_incin_AB_Stacks_Thermal__frame_003294__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003294,95.fur incin AB Stacks Thermal.mp4,3294,135.48905660377358,aug_01,-23.254759964253843,5.362374694546585,1.239628259776429,0.9768719722827338,2
84,95_fur_incin_AB_Stacks_Thermal__frame_003294__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003294,95.fur incin AB Stacks Thermal.mp4,3294,135.48905660377358,aug_02,15.051029353462788,-21.200176107847003,0.9530720796649019,1.0076345437360628,2
85,95_fur_incin_AB_Stacks_Thermal__frame_003416__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003416,95.fur incin AB Stacks Thermal.mp4,3416,140.50716981132075,original,0.0,0.0,0.0,1.0,2
86,95_fur_incin_AB_Stacks_Thermal__frame_003416__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003416,95.fur incin AB Stacks Thermal.mp4,3416,140.50716981132075,aug_01,-5.0135390735678875,-6.471456189097189,0.029803948385389578,0.990473870491677,2
87,95_fur_incin_AB_Stacks_Thermal__frame_003416__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003416,95.fur incin AB Stacks Thermal.mp4,3416,140.50716981132075,aug_02,26.714182880194038,-12.806828040452201,-0.17645766698384158,1.0066199022538314,2
88,95_fur_incin_AB_Stacks_Thermal__frame_003538__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003538,95.fur incin AB Stacks Thermal.mp4,3538,145.52528301886792,original,0.0,0.0,0.0,1.0,2
89,95_fur_incin_AB_Stacks_Thermal__frame_003538__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003538,95.fur incin AB Stacks Thermal.mp4,3538,145.52528301886792,aug_01,-8.470748711021518,-23.56500011149552,1.7547641815622956,0.9809103914294615,2
90,95_fur_incin_AB_Stacks_Thermal__frame_003538__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003538,95.fur incin AB Stacks Thermal.mp4,3538,145.52528301886792,aug_02,-28.486265461172984,-13.920179976373493,0.9589357764760091,0.9883723618078053,2
91,95_fur_incin_AB_Stacks_Thermal__frame_003660__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003660,95.fur incin AB Stacks Thermal.mp4,3660,150.5433962264151,original,0.0,0.0,0.0,1.0,2
92,95_fur_incin_AB_Stacks_Thermal__frame_003660__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003660,95.fur incin AB Stacks Thermal.mp4,3660,150.5433962264151,aug_01,5.708890973265703,-1.3369755620237633,0.154609655728839,0.9955302287623129,2
93,95_fur_incin_AB_Stacks_Thermal__frame_003660__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003660,95.fur incin AB Stacks Thermal.mp4,3660,150.5433962264151,aug_02,17.215480569952675,-8.460435140203494,1.0142747109288446,0.9862549856185717,2
94,95_fur_incin_AB_Stacks_Thermal__frame_003782__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003782,95.fur incin AB Stacks Thermal.mp4,3782,155.56150943396224,original,0.0,0.0,0.0,1.0,2
95,95_fur_incin_AB_Stacks_Thermal__frame_003782__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003782,95.fur incin AB Stacks Thermal.mp4,3782,155.56150943396224,aug_01,-17.401742665934094,-18.967205762384708,-1.537078532742413,0.9771732844753032,2
96,95_fur_incin_AB_Stacks_Thermal__frame_003782__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003782,95.fur incin AB Stacks Thermal.mp4,3782,155.56150943396224,aug_02,-15.190090770753148,-19.97369459546046,-1.5294121095446327,0.9836489898089533,2
97,95_fur_incin_AB_Stacks_Thermal__frame_003904__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003904,95.fur incin AB Stacks Thermal.mp4,3904,160.57962264150942,original,0.0,0.0,0.0,1.0,2
98,95_fur_incin_AB_Stacks_Thermal__frame_003904__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003904,95.fur incin AB Stacks Thermal.mp4,3904,160.57962264150942,aug_01,-22.43909194202177,-24.292581637196808,0.17067544633831666,0.9864586796069961,2
99,95_fur_incin_AB_Stacks_Thermal__frame_003904__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_003904,95.fur incin AB Stacks Thermal.mp4,3904,160.57962264150942,aug_02,33.20064517719166,2.6679483399304154,0.9870869645509721,0.9775767695775045,2
100,95_fur_incin_AB_Stacks_Thermal__frame_004026__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_004026,95.fur incin AB Stacks Thermal.mp4,4026,165.5977358490566,original,0.0,0.0,0.0,1.0,2
101,95_fur_incin_AB_Stacks_Thermal__frame_004026__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_004026,95.fur incin AB Stacks Thermal.mp4,4026,165.5977358490566,aug_01,-2.1422138548642877,-2.976560093199488,-1.5781816480495914,0.9730826030310147,2
102,95_fur_incin_AB_Stacks_Thermal__frame_004026__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_004026,95.fur incin AB Stacks Thermal.mp4,4026,165.5977358490566,aug_02,4.398771795919494,-9.808224407888616,2.4695906135511008,0.9771070937326877,2
103,95_fur_incin_AB_Stacks_Thermal__frame_004148__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_004148,95.fur incin AB Stacks Thermal.mp4,4148,170.61584905660376,original,0.0,0.0,0.0,1.0,2
104,95_fur_incin_AB_Stacks_Thermal__frame_004148__aug_01.jpg,95_fur_incin_AB_Stacks_Thermal__frame_004148,95.fur incin AB Stacks Thermal.mp4,4148,170.61584905660376,aug_01,34.30218823267586,-9.73098778403198,0.6051366053607428,1.0065778547347077,2
105,95_fur_incin_AB_Stacks_Thermal__frame_004148__aug_02.jpg,95_fur_incin_AB_Stacks_Thermal__frame_004148,95.fur incin AB Stacks Thermal.mp4,4148,170.61584905660376,aug_02,11.229969603442562,-17.147145330956143,-1.6309322583678276,0.9745038921340701,2
106,95_fur_incin_AB_Stacks_Thermal__frame_004270__original.jpg,95_fur_incin_AB_Stacks_Thermal__frame_004270,95.fur incin AB Stacks Thermal.mp4,4270,175.63396226415094,original,0.0,0.0,0.0,1.0,2
